price,year,month,National Capital region,Region III,Region VI,Region VII,Region XI,Region XII,Autonomous region in Muslim Mindanao,Cordillera Administrative region,Region I,Region II,Region IV-A,Region IV-B,Region IX,Region V,Region VIII,Region X,Region XIII
17,2002,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,2002,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16.85,2002,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21.66,2002,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.91,2002,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2002,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2002,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2002,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.4,2002,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.5,2002,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17.85,2002,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2002,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,2002,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,2002,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16.5,2002,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21.65,2002,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.91,2002,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2002,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2002,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.5,2002,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2002,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.5,2002,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2002,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18.85,2002,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17.05,2002,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,2002,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16.65,2002,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21.09,2002,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.19,2002,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2002,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2002,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2002,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.5,2002,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.8,2002,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18.75,2002,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19.1,2002,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17.95,2002,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18.25,2002,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17.55,2002,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21.68,2002,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.25,2002,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2002,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2002,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.5,2002,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.1,2002,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2002,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19.1,2002,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20.5,2002,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19.6,2002,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19.35,2002,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18.75,2002,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.3,2002,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.71,2002,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.2,2002,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2002,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.8,2002,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.52,2002,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.8,2002,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19.92,2002,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23.6,2002,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22.38,2002,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20.6,2002,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19.92,2002,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.45,2002,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.6,2002,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2002,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2002,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.75,2002,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.6,2002,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.5,2002,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19.6,2002,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22.75,2002,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19.15,2002,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19.75,2002,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18.15,2002,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.43,2002,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.1,2002,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.5,2002,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2002,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2002,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.7,2002,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.63,2002,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19.05,2002,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20.75,2002,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17.15,2002,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18.5,2002,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15.55,2002,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.31,2002,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.76,2002,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2002,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2002,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2002,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.48,2002,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.88,2002,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2002,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19.2,2002,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17.48,2002,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17.8,2002,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15.6,2002,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.33,2002,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.6,2002,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2002,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2002,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2002,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.6,2002,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.83,2002,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18.67,2002,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2002,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17.6,2002,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17.75,2002,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,2002,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.3,2003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.52,2003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2003,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2003,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2003,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2003,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,2003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,2003,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15.8,2003,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.15,2003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.52,2003,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2003,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2003,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2003,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2003,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2003,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2003,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2003,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,2003,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,2003,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15.6,2003,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.28,2003,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.52,2003,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2003,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2003,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2003,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.16,2003,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2003,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18.3,2003,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2003,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17.12,2003,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,2003,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15.6,2003,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.28,2003,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.52,2003,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2003,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2003,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2003,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.25,2003,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2003,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18.95,2003,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19.13,2003,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17.73,2003,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18.38,2003,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17.08,2003,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.28,2003,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.52,2003,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2003,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2003,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2003,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.8,2003,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.6,2003,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18.8,2003,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19.5,2003,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18.1,2003,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,2003,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17.84,2003,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.2,2003,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.62,2003,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2003,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2003,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2003,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2003,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2003,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19.05,2003,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20.13,2003,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18.63,2003,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19.5,2003,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18.6,2003,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.28,2003,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.49,2003,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2003,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2003,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2003,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.25,2003,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2003,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18.8,2003,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2003,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19.8,2003,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,2003,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19.23,2003,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.28,2003,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.49,2003,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2003,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2003,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2003,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.87,2003,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.2,2003,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19.04,2003,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20.8,2003,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18.82,2003,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,2003,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18.56,2003,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.28,2003,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.57,2003,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2003,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.75,2003,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.38,2003,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.9,2003,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2003,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18.65,2003,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20.5,2003,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18.25,2003,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18.63,2003,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15.95,2003,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.29,2003,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.31,2003,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2003,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.38,2003,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2003,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.55,2003,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2003,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18.5,2003,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19.5,2003,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17.5,2003,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,2003,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15.6,2003,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.32,2003,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.31,2003,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2003,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.5,2003,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2003,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.52,2003,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2003,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18.92,2003,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19.1,2003,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17.68,2003,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,2003,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15.44,2003,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.31,2003,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.31,2003,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2003,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.33,2003,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2003,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.6,2003,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.33,2003,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18.67,2003,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19.5,2003,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18.25,2003,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,2003,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,2003,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.33,2004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.31,2004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.2,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.5,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.2,2004,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.72,2004,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2004,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18.32,2004,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2004,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18.4,2004,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18.8,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.15,2004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.31,2004,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.75,2004,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.15,2004,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2004,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.3,2004,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.75,2004,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18.4,2004,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,2004,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16.85,2004,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.44,2004,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.73,2004,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2004,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.75,2004,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2004,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.6,2004,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2004,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18.2,2004,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2004,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19.05,2004,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,2004,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18.7,2004,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.37,2004,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.79,2004,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2004,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2004,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.25,2004,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.9,2004,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.5,2004,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18.85,2004,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2004,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,2004,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,2004,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,2004,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.31,2004,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.73,2004,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2004,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2004,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2004,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.38,2004,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2004,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19.12,2004,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2004,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,2004,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21.2,2004,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19.08,2004,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.37,2004,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.91,2004,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.5,2004,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2004,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2004,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.25,2004,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19.45,2004,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23.25,2004,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21.5,2004,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22,2004,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21.15,2004,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.39,2004,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.9,2004,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.8,2004,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
